checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,health_status,X_1,X_2,X_3,X_4,X_5,X_6,X_7,X_8,X_9,X_10,y
0<=X<200,18,critical/other existing credit,furniture/equipment,7374.0,<100,unemployed,4,male single,none,4,life insurance,40,stores,own,2,high qualif/self emp/mgmt,1,yes,yes,good,-0.8826292350874889,0.987597755902398,0.4800635051278278,0.09812739143242237,0.025982412404628952,0.2599609983751213,0.844977353377437,0.02835461738369205,0.5617302014811657,0.8577456864359528,False
no checking,24,existing paid,new car,1474.0,100<=X<500,<1,4,male mar/wid,none,3,real estate,33,none,own,1,skilled,1,yes,yes,good,,,0.5290071648378385,-0.9669508631578277,0.9922655516792263,0.7799246637226215,0.027106243304624744,0.13686039433737074,0.8275667164555051,0.7058407918243332,False
no checking,48,delayed previously,radio/tv,7238.0,no known savings,>=7,3,male single,none,3,car,32,bank,own,2,skilled,2,none,yes,good,0.8615662385048645,0.16822360705633288,0.6416371199148213,0.33593332389572045,0.06770283867135574,0.18150319438265938,0.22857073709109943,0.4582286057618302,0.275625633786177,0.045048890551002696,False
0<=X<200,27,no credits/all paid,business,8318.0,<100,>=7,2,female div/dep/mar,none,4,no known property,42,none,for free,2,high qualif/self emp/mgmt,1,yes,yes,bad,-0.5074067566489856,0.9033945928375001,,0.20132586438466757,0.7566149172611644,0.9358224845603191,0.5675290756672722,0.6308699460166128,0.8555230192191462,0.8436774175793036,True
no checking,27,critical/other existing credit,furniture/equipment,4526.0,>=1000,<1,4,male single,none,2,real estate,32,stores,own,2,unskilled resident,2,yes,yes,good,-0.9314617057617696,0.9990707798063421,,0.7520226114403337,0.8420461398347122,0.11653611179978995,0.7136298196882457,0.03244786466136884,0.8286968488404313,0.19782396353417742,False
>=200,10,existing paid,new car,1240.0,100<=X<500,>=7,1,female div/dep/mar,none,4,no known property,48,none,for free,1,unskilled resident,2,none,yes,bad,0.994632070099378,-0.5303206577492843,0.2699989628531172,0.809312864147991,0.48358933803560455,0.6462617199304117,0.7555061887366485,0.44521709326548786,0.5665939241745868,0.8928810952806588,True
0<=X<200,36,existing paid,education,12612.0,100<=X<500,1<=X<4,1,male single,none,4,no known property,47,none,for free,1,skilled,2,yes,yes,bad,0.9497768553507298,0.33502336696545426,0.7257028105376453,-0.9979020967770633,0.661229494815649,0.6989780068567104,0.9488892595083007,0.20355854464020462,0.5645668616174843,0.6871733377020266,True
no checking,30,existing paid,radio/tv,1867.0,no known savings,>=7,4,male single,none,4,car,58,none,own,1,skilled,1,yes,yes,good,0.3032146395960229,-0.25254600382156045,0.5226617727612957,0.16318293084352067,0.7453552604657704,0.33340588617823264,0.5538860110411923,0.8070777205758778,0.2027375857500252,0.005690252565743403,False
no checking,12,existing paid,radio/tv,2073.0,100<=X<500,1<=X<4,4,female div/dep/mar,co applicant,2,real estate,28,none,own,1,skilled,1,none,yes,good,0.9905079904214767,0.8590614041909176,,,0.7711854142556606,0.14755502610300997,0.403235275564534,0.5869784909549697,0.10534654630820839,0.9723681747510514,False
<0,48,existing paid,used car,10297.0,<100,4<=X<7,4,male single,none,4,no known property,39,stores,for free,3,skilled,2,yes,yes,bad,0.01260933858179393,0.9955946613568123,0.06471410125395494,-0.20963456893621796,0.05769001919777195,0.5845488687945333,0.22944290926760558,0.2850555098479586,0.6263634001946322,0.3243968971091207,False
0<=X<200,36,all paid,domestic appliance,3990.0,no known savings,<1,3,female div/dep/mar,none,2,no known property,29,bank,own,1,unemp/unskilled non res,1,none,yes,good,0.8460169782906997,0.26338613793620114,0.8237303143316974,0.4710506215453481,0.6696252113467519,0.2825127845727555,0.4323752225318849,0.316221500843231,0.5169949371227157,0.47234859198764534,False
0<=X<200,21,critical/other existing credit,furniture/equipment,2745.0,>=1000,4<=X<7,3,male single,none,2,car,32,none,own,2,skilled,1,yes,yes,good,,,,0.6603014567632707,0.3870523941505075,0.9085467838888837,0.28856143904504317,0.8453109906110543,0.882768576635581,0.22751399138790873,True
>=200,30,critical/other existing credit,radio/tv,3656.0,no known savings,>=7,4,male single,none,4,life insurance,49,stores,own,2,unskilled resident,1,none,yes,good,-0.9974807956429227,,0.5461444262268532,,0.041421333598214316,0.38874314102680985,0.8388557857152167,0.45254410515667864,0.6501797511095866,0.17146250027324594,False
no checking,30,critical/other existing credit,radio/tv,6742.0,no known savings,4<=X<7,2,male single,none,3,life insurance,36,none,own,2,skilled,1,none,yes,good,-0.0348510141025364,,0.43116562840351086,-0.15653313820750797,0.07976698197234511,0.2959122945834707,0.49604917942175597,0.6553927297646911,0.8348705040474169,0.9313187323599692,False
